person_id,household_id,client_no,role,date_of_birth,employment_status,employment_started,desired_retirement_age,occupation_group,smoker,state_of_health,gross_annual_income,title,first_name,middle_names,last_name,known_as,pronouns,place_of_birth,nationality,gender,legal_sex,home_phone,mobile_phone,email_address
HH002647_P1,HH002647,1,primary,1985-03-08,inactive,2011-10-02,65,exec,False,excellent,47556.86,Mr,William,Jane,Wilson,William,he_him,"Phoenix, AZ",American,male,male,,(423) 386-6729,william.wilson@example.com
HH002647_P2,HH002647,2,spouse_partner,1985-10-11,employed,2011-10-27,66,education,False,excellent,12982.39,Mrs,Susan,Anne,Wilson,Susa,she_her,"Chicago, IL",American,female,female,,(748) 816-1938,susan.wilson@example.com
HH002648_P1,HH002648,1,primary,1984-08-05,employed,2005-07-17,70,sales,False,excellent,133976.74,Dr,James,James,Miller,James,he_him,"Los Angeles, CA",American,male,male,,(694) 250-4401,james.miller@example.com
HH002648_P2,HH002648,2,spouse_partner,1974-09-10,self_employed,1998-02-12,67,healthcare,False,excellent,35958.52,Mrs,Mary,Rose,Miller,Mary,she_her,"Atlanta, GA",American,female,female,(511) 507-8708,(412) 468-9351,mary.miller@example.com
HH002649_P1,HH002649,1,primary,1980-02-11,employed,2002-02-12,66,finance,False,good,157865.69,Dr,Jennifer,Rose,Johnson,Jennifer,she_her,"Philadelphia, PA",American,female,female,,(405) 332-9391,jennifer.johnson@example.com
HH002649_P2,HH002649,2,spouse_partner,1975-11-01,inactive,1994-08-15,74,inactive,False,good,39276.35,Mr,William,Jane,Smith,Willia,he_him,"Atlanta, GA",American,male,male,(289) 445-9622,(979) 924-0121,william.smith@example.com
HH002650_P1,HH002650,1,primary,1972-03-25,employed,1990-11-12,68,exec,False,good,189347.24,Dr,William,Anne,Smith,William,he_him,"Los Angeles, CA",American,male,male,(591) 611-1775,(384) 420-9146,william.smith@example.com
HH002651_P1,HH002651,1,primary,1966-08-29,self_employed,1986-04-03,62,operations,False,excellent,85883.67,Mr,James,Grace,Smith,James,he_him,"Phoenix, AZ",American,male,male,,(601) 930-9928,james.smith@example.com
HH002651_P2,HH002651,2,spouse_partner,1975-12-19,employed,1998-04-28,70,healthcare,False,good,58846.28,Dr,Patricia,Lee,Brown,Patricia,she_her,"Atlanta, GA",American,female,female,(442) 605-9591,(401) 326-7787,patricia.brown@example.com
HH002652_P1,HH002652,1,primary,1998-02-24,self_employed,2016-07-30,61,sales,False,good,134971.82,Mr,James,Lee,Brown,James,he_him,"Los Angeles, CA",American,male,male,,(546) 933-5222,james.brown@example.com
HH002652_P2,HH002652,2,spouse_partner,1996-08-21,employed,2021-09-10,73,professional,False,good,78327.39,Dr,Margaret,,Brown,Margaret,she_her,"Atlanta, GA",American,female,female,(902) 255-0404,(485) 218-3390,margaret.brown@example.com
HH002653_P1,HH002653,1,primary,1976-03-08,employed,2002-09-13,65,operations,False,fair,135372.69,Mrs,Margaret,Grace,Wilson,Margare,she_her,"Philadelphia, PA",American,female,female,,(552) 360-8973,margaret.wilson@example.com
HH002654_P1,HH002654,1,primary,1988-03-13,employed,2007-06-15,71,finance,False,excellent,119100.02,Dr,Patricia,,Miller,Patricia,she_her,"Houston, TX",American,female,female,,(878) 284-8204,patricia.miller@example.com
HH002655_P1,HH002655,1,primary,1969-02-17,employed,1992-07-15,72,finance,False,good,79774.69,Mr,David,Jane,Johnson,David,he_him,"Phoenix, AZ",American,male,male,,(658) 987-3685,david.johnson@example.com
HH002655_P2,HH002655,2,spouse_partner,1962-08-05,employed,1990-02-16,60,operations,False,excellent,22908.67,Mrs,Margaret,Lee,Johnson,Margaret,she_her,"Seattle, WA",American,female,female,(472) 502-3455,(823) 366-0259,margaret.johnson@example.com
HH002656_P1,HH002656,1,primary,1996-02-17,employed,2017-10-13,60,professional,False,good,221232.12,Dr,Patricia,,Anderson,Patricia,she_her,"Chicago, IL",American,female,female,(813) 343-0607,(227) 447-3195,patricia.anderson@example.com
HH002656_P2,HH002656,2,spouse_partner,1999-08-11,inactive,2021-06-15,68,inactive,False,good,93876.01,Mr,Thomas,,Anderson,Thomas,he_him,"Houston, TX",American,male,male,,(252) 658-6544,thomas.anderson@example.com
HH002657_P1,HH002657,1,primary,1964-07-24,retired,2002-11-12,68,retired,False,good,172213.94,Dr,Michael,Grace,Brown,Michael,he_him,"Seattle, WA",American,male,male,(314) 676-0772,(966) 964-9080,michael.brown@example.com
HH002657_P2,HH002657,2,spouse_partner,1955-08-06,retired,1999-01-02,70,retired,False,good,50468.51,Dr,Margaret,,Brown,Margaret,she_her,"Philadelphia, PA",American,female,female,,(531) 823-1571,margaret.brown@example.com
HH002658_P1,HH002658,1,primary,1986-01-23,employed,2010-12-26,72,sales,False,good,42111.24,Mrs,Elizabeth,James,Moore,Elizabeth,she_her,"Philadelphia, PA",American,female,female,,(912) 474-2171,elizabeth.moore@example.com
HH002658_P2,HH002658,2,spouse_partner,1985-02-10,employed,2004-02-28,65,professional,False,good,27313.77,Dr,Patricia,Grace,Moore,Patricia,she_her,"Los Angeles, CA",Mexican,female,female,,(596) 951-8878,patricia.moore@example.com
HH002659_P1,HH002659,1,primary,1974-11-16,employed,1998-06-24,66,sales,False,good,79882.55,Mr,James,Lee,Moore,Jame,he_him,"Atlanta, GA",American,male,male,,(517) 779-8387,james.moore@example.com
HH002659_P2,HH002659,2,spouse_partner,1981-08-07,employed,2006-06-02,68,professional,False,good,25039.72,Ms,Margaret,Lee,Moore,Margaret,she_her,"Los Angeles, CA",American,female,female,,(454) 871-4860,margaret.moore@example.com
HH002660_P1,HH002660,1,primary,1957-05-22,retired,1994-01-09,64,retired,False,good,77061.97,Dr,Susan,Grace,Wilson,Susa,she_her,"Atlanta, GA",British,female,female,(268) 642-9095,(359) 873-2721,susan.wilson@example.com
HH002660_P2,HH002660,2,spouse_partner,1955-08-17,retired,1998-06-23,70,retired,False,fair,25559.51,Dr,Joseph,,Wilson,Joseph,he_him,"Seattle, WA",American,male,male,,(950) 211-0565,joseph.wilson@example.com
HH002661_P1,HH002661,1,primary,1960-12-29,inactive,1983-08-30,65,professional,False,excellent,73179.32,Mr,David,,Davis,David,he_him,"Houston, TX",Irish,male,male,,(306) 972-0960,david.davis@example.com
HH002661_P2,HH002661,2,spouse_partner,1955-08-17,retired,1978-05-05,74,retired,False,excellent,44481.69,Dr,Linda,Anne,Davis,Linda,she_her,"New York, NY",American,female,female,,(725) 216-7924,linda.davis@example.com
HH002662_P1,HH002662,1,primary,1982-10-24,employed,2006-07-21,67,business_owner,False,good,70768.94,Mr,James,Ray,Brown,Jame,he_him,"Philadelphia, PA",Canadian,male,male,(951) 836-7827,(515) 200-7072,james.brown@example.com
HH002662_P2,HH002662,2,spouse_partner,1978-02-03,employed,1997-06-29,60,operations,False,excellent,62248.79,Dr,Elizabeth,Grace,Brown,Elizabeth,she_her,"Houston, TX",American,female,female,(631) 945-1120,(602) 868-3787,elizabeth.brown@example.com
HH002663_P1,HH002663,1,primary,1981-10-10,employed,2006-09-19,66,professional,False,good,111374.21,Dr,Robert,,Wilson,Robert,he_him,"New York, NY",American,male,male,(657) 752-2905,(661) 308-8672,robert.wilson@example.com
HH002664_P1,HH002664,1,primary,1980-06-15,employed,2004-12-25,66,professional,False,excellent,56946.9,Mr,David,,Smith,David,he_him,"Houston, TX",American,male,male,,(404) 457-3313,david.smith@example.com
HH002664_P2,HH002664,2,spouse_partner,1982-03-15,employed,2001-02-24,71,healthcare,False,excellent,17598.97,Dr,Linda,,Smith,Lind,she_her,"Phoenix, AZ",American,female,female,,(701) 419-9857,linda.smith@example.com
HH002665_P1,HH002665,1,primary,1997-05-11,employed,2022-01-31,65,operations,False,good,38763.33,Dr,David,,Moore,David,he_him,"Houston, TX",American,male,male,(863) 924-7565,(389) 857-2980,david.moore@example.com
HH002665_P2,HH002665,2,spouse_partner,2000-11-30,employed,2023-12-21,68,professional,True,good,25380.45,Ms,Margaret,Marie,Moore,Margaret,she_her,"New York, NY",American,female,female,,(642) 610-3904,margaret.moore@example.com
HH002666_P1,HH002666,1,primary,1992-07-14,employed,2016-03-15,66,business_owner,False,excellent,77963.85,Mrs,Emily,Ray,Brown,Emily,she_her,"Atlanta, GA",American,female,female,(919) 973-8697,(361) 671-7724,emily.brown@example.com
HH002666_P2,HH002666,2,spouse_partner,1991-05-19,self_employed,2016-07-15,65,business_owner,False,excellent,44159.07,Dr,Joseph,,Brown,Joseph,he_him,"Phoenix, AZ",American,male,male,,(467) 963-4831,joseph.brown@example.com
HH002667_P1,HH002667,1,primary,1981-01-23,employed,2007-06-09,64,sales,False,good,69321.93,Mr,Thomas,,Davis,Thomas,he_him,"Phoenix, AZ",American,male,male,(839) 277-1666,(779) 922-5634,thomas.davis@example.com
HH002667_P2,HH002667,2,spouse_partner,1971-02-01,employed,1992-08-16,65,professional,False,excellent,41238.45,Ms,Patricia,Rose,Brown,Patricia,she_her,"Seattle, WA",American,female,female,,(668) 895-2462,patricia.brown@example.com
HH002668_P1,HH002668,1,primary,1949-03-28,retired,1992-06-11,66,retired,False,good,33465.94,Dr,Daniel,,Miller,Daniel,he_him,"Houston, TX",American,male,male,(617) 351-6814,(879) 224-9653,daniel.miller@example.com
HH002668_P2,HH002668,2,spouse_partner,1950-02-28,retired,1992-10-19,65,retired,False,excellent,10970.96,Dr,Jennifer,,Miller,Jennifer,she_her,"New York, NY",American,female,female,(488) 871-7473,(874) 476-4020,jennifer.miller@example.com
HH002669_P1,HH002669,1,primary,1966-07-27,employed,1990-04-13,67,exec,False,excellent,190993.46,Mr,Robert,Lee,Moore,Robert,he_him,"Atlanta, GA",American,male,male,,(299) 568-1050,robert.moore@example.com
HH002669_P2,HH002669,2,spouse_partner,1975-10-26,employed,2003-03-28,61,education,False,good,129563.9,Dr,Mary,,Moore,Mary,she_her,"New York, NY",American,female,female,,(441) 830-9664,mary.moore@example.com
HH002670_P1,HH002670,1,primary,1981-04-09,employed,2005-06-14,66,exec,False,good,111386.31,Dr,Jennifer,,Brown,Jennifer,she_her,"New York, NY",American,female,female,,(665) 463-6743,jennifer.brown@example.com
HH002670_P2,HH002670,2,spouse_partner,1974-10-31,self_employed,1999-08-20,73,professional,False,good,67557.67,Dr,Joseph,Ray,Brown,Joseph,he_him,"Houston, TX",American,male,male,,(938) 808-8827,joseph.brown@example.com
HH002671_P1,HH002671,1,primary,1978-12-23,self_employed,2006-07-02,62,exec,False,poor,89522.56,Dr,Susan,Anne,Moore,Susan,she_her,"Houston, TX",American,female,female,(216) 555-0766,(428) 719-0251,susan.moore@example.com
HH002671_P2,HH002671,2,spouse_partner,1982-07-15,employed,2008-05-31,70,education,False,fair,23661.83,Mr,James,Grace,Moore,James,he_him,"Phoenix, AZ",American,male,male,(428) 473-8267,(671) 926-0338,james.moore@example.com
HH002672_P1,HH002672,1,primary,1979-03-16,employed,1999-06-12,68,sales,False,good,66782.07,Mr,Robert,Marie,Moore,Robert,he_him,"New York, NY",American,male,male,(292) 262-3693,(338) 327-5837,robert.moore@example.com
HH002672_P2,HH002672,2,spouse_partner,1973-11-02,employed,2000-11-15,68,education,False,fair,55740.08,Mrs,Linda,,Anderson,Linda,she_her,"Atlanta, GA",American,female,female,(964) 548-6478,(691) 550-9885,linda.anderson@example.com
HH002673_P1,HH002673,1,primary,1980-05-06,self_employed,2001-03-04,63,finance,False,good,156907.69,Dr,Daniel,,Anderson,Daniel,he_him,"Chicago, IL",American,male,male,(247) 430-0333,(635) 475-8026,daniel.anderson@example.com
HH002673_P2,HH002673,2,spouse_partner,1976-06-21,inactive,1999-11-27,61,inactive,True,good,87877.18,Mrs,Susan,,Anderson,Susa,she_her,"Philadelphia, PA",Other,female,female,,(897) 221-7669,susan.anderson@example.com
HH002674_P1,HH002674,1,primary,1996-01-09,inactive,,65,operations,True,excellent,125223.79,Mr,William,,Anderson,William,he_him,"Houston, TX",American,male,male,,(601) 575-0021,william.anderson@example.com
HH002674_P2,HH002674,2,spouse_partner,1989-05-19,employed,2009-03-31,73,operations,False,good,45472.79,Mrs,Emily,Anne,Anderson,Emil,she_her,"Los Angeles, CA",Canadian,female,female,,(960) 992-4593,emily.anderson@example.com
HH002675_P1,HH002675,1,primary,1967-09-03,employed,1988-05-18,62,business_owner,False,fair,90520.65,Dr,Thomas,Jane,Johnson,Thomas,he_him,"New York, NY",American,male,male,,(784) 902-9201,thomas.johnson@example.com
HH002675_P2,HH002675,2,spouse_partner,1957-06-29,retired,1988-05-31,68,retired,False,good,45784.77,Ms,Jennifer,Grace,Johnson,Jennifer,she_her,"Philadelphia, PA",American,female,female,(717) 805-3492,(796) 422-3688,jennifer.johnson@example.com
HH002676_P1,HH002676,1,primary,1971-12-13,employed,1999-07-22,64,finance,False,fair,129865.83,Ms,Elizabeth,,Moore,Elizabeth,she_her,"Los Angeles, CA",American,female,female,,(615) 664-6760,elizabeth.moore@example.com
HH002676_P2,HH002676,2,spouse_partner,1973-07-14,inactive,1996-06-23,69,inactive,False,good,29612.72,Mr,Michael,Rose,Moore,Michael,he_him,"Seattle, WA",American,male,male,(799) 883-2705,(421) 964-8375,michael.moore@example.com
HH002677_P1,HH002677,1,primary,1995-02-23,unemployed,2021-09-11,74,sales,False,good,30013.93,Mr,Thomas,Jane,Smith,Thomas,he_him,"Houston, TX",American,male,male,(278) 364-9957,(595) 984-5652,thomas.smith@example.com
HH002677_P2,HH002677,2,spouse_partner,2001-03-24,employed,2022-04-08,60,education,False,fair,23312.72,Mrs,Susan,James,Smith,Susan,she_her,"Atlanta, GA",American,female,female,,(917) 500-9873,susan.smith@example.com
HH002678_P1,HH002678,1,primary,1970-04-30,employed,1997-09-22,66,exec,False,excellent,128440.56,Dr,Michael,James,Smith,Michael,he_him,"Seattle, WA",American,male,male,,(284) 856-8574,michael.smith@example.com
HH002678_P2,HH002678,2,spouse_partner,1973-03-14,employed,1993-09-08,67,education,False,fair,76693.02,Ms,Emily,Anne,Smith,Emil,she_her,"Chicago, IL",American,female,female,(578) 786-5781,(314) 382-3348,emily.smith@example.com
HH002679_P1,HH002679,1,primary,1986-12-18,employed,2006-12-14,69,exec,False,fair,60196.86,Dr,Elizabeth,,Miller,Elizabeth,she_her,"Los Angeles, CA",American,female,female,,(519) 392-1688,elizabeth.miller@example.com
HH002680_P1,HH002680,1,primary,1947-08-28,retired,1982-04-20,63,retired,False,good,80582.36,Mr,David,Lee,Wilson,David,he_him,"Seattle, WA",Indian,male,male,,(881) 640-0053,david.wilson@example.com
HH002680_P2,HH002680,2,spouse_partner,1957-02-01,retired,1998-05-26,69,retired,False,good,37531.27,Mrs,Margaret,Rose,Wilson,Margaret,she_her,"New York, NY",American,female,female,(710) 702-9029,(447) 965-6138,margaret.wilson@example.com
HH002681_P1,HH002681,1,primary,1981-07-02,employed,1999-05-29,66,professional,False,good,109473.17,Ms,Patricia,,Davis,Patricia,she_her,"Atlanta, GA",American,female,female,,(442) 683-8723,patricia.davis@example.com
HH002681_P2,HH002681,2,spouse_partner,1990-12-24,inactive,2014-06-06,69,inactive,False,fair,18094.86,Mr,Robert,Anne,Davis,Robert,he_him,"Los Angeles, CA",American,male,male,(751) 452-3559,(578) 603-2225,robert.davis@example.com
HH002682_P1,HH002682,1,primary,1980-06-23,employed,2005-07-15,62,operations,False,poor,55446.07,Mrs,Linda,Jane,Wilson,Lind,she_her,"Seattle, WA",American,female,female,,(425) 836-1288,linda.wilson@example.com
HH002683_P1,HH002683,1,primary,1952-05-11,retired,1989-06-05,63,retired,False,excellent,101912.97,Mr,David,,Moore,David,he_him,"Phoenix, AZ",American,male,male,(419) 494-6056,(325) 844-3259,david.moore@example.com
HH002684_P1,HH002684,1,primary,1991-10-06,employed,2011-05-14,69,professional,False,fair,101453.64,Dr,Thomas,Jane,Moore,Thomas,he_him,"Philadelphia, PA",American,male,male,(429) 781-8524,(244) 248-5233,thomas.moore@example.com
HH002684_P2,HH002684,2,spouse_partner,1986-04-23,employed,2009-10-19,66,education,False,fair,26102.67,Dr,Elizabeth,,Moore,Elizabeth,she_her,"New York, NY",American,female,female,,(289) 528-8354,elizabeth.moore@example.com
HH002685_P1,HH002685,1,primary,1985-09-26,self_employed,2006-06-15,64,finance,False,fair,36655.23,Dr,William,,Miller,William,he_him,"Atlanta, GA",American,male,male,(949) 518-4725,(949) 496-1403,william.miller@example.com
HH002685_P2,HH002685,2,spouse_partner,1991-10-09,inactive,2015-03-15,67,inactive,False,fair,16500.83,Ms,Margaret,,Miller,Margaret,she_her,"Chicago, IL",American,female,female,(256) 253-6963,(960) 414-2311,margaret.miller@example.com
HH002686_P1,HH002686,1,primary,1969-05-24,employed,1987-07-15,66,business_owner,False,excellent,38618.33,Mr,Joseph,Rose,Moore,Joseph,he_him,"Seattle, WA",American,male,male,(947) 503-2132,(250) 298-1243,joseph.moore@example.com
HH002686_P2,HH002686,2,spouse_partner,1977-08-27,employed,2001-05-14,57,healthcare,False,fair,29555.98,Mrs,Patricia,,Moore,Patricia,she_her,"Los Angeles, CA",British,female,female,,(592) 882-6230,patricia.moore@example.com
HH002687_P1,HH002687,1,primary,1947-06-06,retired,1969-08-30,66,retired,False,poor,32152.14,Mr,William,,Davis,William,he_him,"Chicago, IL",American,male,male,,(226) 327-0157,william.davis@example.com
HH002687_P2,HH002687,2,spouse_partner,1950-12-23,retired,1985-08-27,71,retired,False,good,25564.52,Mrs,Susan,Ray,Davis,Susan,she_her,"Houston, TX",American,female,female,(301) 621-8052,(572) 886-4673,susan.davis@example.com
HH002688_P1,HH002688,1,primary,1985-02-16,employed,2010-12-08,69,professional,False,fair,41142.77,Mr,James,Marie,Anderson,James,he_him,"Atlanta, GA",American,male,male,(552) 265-5903,(970) 500-8722,james.anderson@example.com
HH002688_P2,HH002688,2,spouse_partner,1975-06-08,employed,2003-01-02,60,operations,False,excellent,29421.02,Ms,Linda,Grace,Anderson,Lind,she_her,"New York, NY",American,female,female,(400) 331-6338,(584) 243-1867,linda.anderson@example.com
HH002689_P1,HH002689,1,primary,1994-12-14,employed,2015-06-08,67,sales,False,good,94439.66,Dr,Linda,Grace,Smith,Linda,she_her,"Philadelphia, PA",American,female,female,(663) 709-3942,(872) 207-8332,linda.smith@example.com
HH002689_P2,HH002689,2,spouse_partner,1985-02-22,employed,2009-02-12,71,operations,False,good,35030.26,Dr,Michael,Lee,Smith,Michael,he_him,"Atlanta, GA",American,male,male,,(406) 705-0038,michael.smith@example.com
HH002690_P1,HH002690,1,primary,1984-10-06,employed,2006-06-27,65,operations,False,good,98332.16,Mr,Thomas,James,Johnson,Thomas,he_him,"Atlanta, GA",American,male,male,,(881) 825-6124,thomas.johnson@example.com
HH002691_P1,HH002691,1,primary,1953-05-04,retired,1983-12-03,64,retired,False,good,42188.65,Mr,William,Rose,Wilson,William,he_him,"New York, NY",American,male,male,,(822) 971-3221,william.wilson@example.com
HH002691_P2,HH002691,2,spouse_partner,1952-08-09,retired,1979-01-20,67,retired,False,fair,21460.5,Mr,Robert,,Wilson,Robert,he_him,"Atlanta, GA",American,male,male,(224) 673-9973,(813) 816-6821,robert.wilson@example.com
HH002692_P1,HH002692,1,primary,1973-07-18,retired,2000-04-08,65,retired,True,excellent,179417.32,Dr,Thomas,Grace,Davis,Thomas,he_him,"Houston, TX",American,male,male,,(515) 543-9324,thomas.davis@example.com
HH002692_P2,HH002692,2,spouse_partner,1976-03-09,inactive,1997-08-30,64,inactive,False,excellent,95138.02,Mr,Joseph,Lee,Wilson,Joseph,he_him,"Atlanta, GA",American,male,male,(363) 293-5361,(753) 228-8990,joseph.wilson@example.com
HH002693_P1,HH002693,1,primary,1966-07-22,self_employed,1994-03-02,64,professional,False,good,50251.12,Mr,Michael,Rose,Anderson,Michael,he_him,"Chicago, IL",American,male,male,(788) 914-8763,(259) 864-0659,michael.anderson@example.com
HH002693_P2,HH002693,2,spouse_partner,1961-01-05,employed,1980-02-22,70,professional,False,excellent,14928.63,Mrs,Patricia,James,Anderson,Patricia,she_her,"New York, NY",American,female,female,,(548) 759-0413,patricia.anderson@example.com
HH002694_P1,HH002694,1,primary,1992-05-26,employed,2016-07-21,72,sales,False,good,122119.23,Dr,Patricia,,Davis,Patricia,she_her,"Chicago, IL",American,female,female,,(903) 962-3320,patricia.davis@example.com
HH002694_P2,HH002694,2,spouse_partner,1989-09-30,self_employed,2013-08-31,66,professional,False,good,30681.03,Dr,Michael,,Davis,Michael,he_him,"Houston, TX",American,male,male,,(567) 296-0792,michael.davis@example.com
HH002695_P1,HH002695,1,primary,1973-11-08,self_employed,1997-08-16,65,professional,False,excellent,94041.26,Mr,William,Lee,Smith,William,he_him,"Atlanta, GA",American,male,male,,(450) 221-6290,william.smith@example.com
HH002696_P1,HH002696,1,primary,1972-06-13,employed,1996-02-18,64,business_owner,True,good,128876.45,Dr,Robert,,Davis,Robert,he_him,"New York, NY",American,male,male,,(606) 882-9555,robert.davis@example.com
HH002696_P2,HH002696,2,spouse_partner,1964-08-29,employed,1986-06-15,66,education,False,good,37888.24,Dr,Jennifer,Rose,Davis,Jennifer,she_her,"Atlanta, GA",American,female,female,(785) 780-9739,(708) 744-2647,jennifer.davis@example.com
HH002697_P1,HH002697,1,primary,1982-12-15,inactive,2004-07-28,64,exec,False,good,82483.82,Dr,Emily,James,Wilson,Emily,she_her,"Chicago, IL",British,female,female,,(453) 247-4621,emily.wilson@example.com
HH002697_P2,HH002697,2,spouse_partner,1983-08-29,inactive,2008-12-12,66,inactive,True,good,44923.38,Dr,Joseph,,Wilson,Joseph,he_him,"Phoenix, AZ",American,male,male,,(946) 581-1161,joseph.wilson@example.com
HH002698_P1,HH002698,1,primary,1991-05-02,employed,2013-08-22,71,operations,False,good,68366.72,Mr,Daniel,Rose,Wilson,Daniel,he_him,"Los Angeles, CA",American,male,male,,(433) 306-0191,daniel.wilson@example.com
HH002698_P2,HH002698,2,spouse_partner,1997-06-28,employed,2022-07-04,64,education,False,good,19868.12,Dr,Jennifer,Rose,Wilson,Jennifer,she_her,"Los Angeles, CA",American,female,female,,(512) 687-8976,jennifer.wilson@example.com
HH002699_P1,HH002699,1,primary,1981-09-07,unemployed,2007-12-05,66,sales,False,poor,124127.63,Mr,David,Lee,Moore,David,he_him,"Chicago, IL",American,male,male,,(704) 885-9828,david.moore@example.com
HH002699_P2,HH002699,2,spouse_partner,1970-12-24,unemployed,1998-06-02,65,business_owner,False,fair,38040.2,Ms,Jennifer,James,Miller,Jennife,she_her,"Houston, TX",American,female,female,(448) 631-8525,(335) 557-5951,jennifer.miller@example.com
HH002700_P1,HH002700,1,primary,1972-01-08,self_employed,1995-01-31,69,operations,False,excellent,94818.96,Dr,Jennifer,James,Brown,Jennifer,she_her,"Atlanta, GA",Other,female,female,(211) 952-8655,(932) 700-4187,jennifer.brown@example.com
HH002701_P1,HH002701,1,primary,1976-07-04,self_employed,1998-03-03,69,sales,False,good,130500.28,Mr,David,,Johnson,David,he_him,"Philadelphia, PA",American,male,male,,(348) 621-3092,david.johnson@example.com
HH002701_P2,HH002701,2,spouse_partner,1982-04-08,self_employed,2004-01-03,67,education,False,good,39316.83,Ms,Margaret,Rose,Johnson,Margaret,she_her,"Philadelphia, PA",American,female,female,(478) 730-0580,(310) 206-5461,margaret.johnson@example.com
HH002702_P1,HH002702,1,primary,1983-10-02,employed,2006-04-02,61,professional,False,good,177644.53,Mrs,Margaret,,Davis,Margaret,she_her,"Chicago, IL",American,female,female,(834) 386-7001,(581) 491-8845,margaret.davis@example.com
HH002702_P2,HH002702,2,spouse_partner,1980-06-02,employed,1999-04-10,70,education,False,excellent,101224.11,Mr,David,Ray,Davis,Davi,he_him,"Phoenix, AZ",American,male,male,(908) 312-0176,(237) 462-8719,david.davis@example.com
HH002703_P1,HH002703,1,primary,1968-10-25,employed,1992-02-18,69,professional,False,good,104831.2,Dr,Jennifer,James,Davis,Jennife,she_her,"Los Angeles, CA",American,female,female,(481) 938-7195,(547) 677-4663,jennifer.davis@example.com
HH002703_P2,HH002703,2,spouse_partner,1958-12-06,employed,1983-05-18,70,operations,False,good,80793.22,Mr,Daniel,Ray,Moore,Daniel,he_him,"New York, NY",Mexican,male,male,(757) 792-8905,(547) 389-4978,daniel.moore@example.com
HH002704_P1,HH002704,1,primary,1986-07-01,employed,2007-04-25,64,professional,False,excellent,151761.97,Mr,Thomas,Rose,Moore,Thomas,he_him,"Houston, TX",Canadian,male,male,,(930) 287-1598,thomas.moore@example.com
HH002704_P2,HH002704,2,spouse_partner,1978-10-26,self_employed,1997-10-16,68,business_owner,False,excellent,125398.51,Ms,Elizabeth,,Moore,Elizabet,she_her,"Houston, TX",American,female,female,(355) 929-8806,(948) 204-2069,elizabeth.moore@example.com
HH002705_P1,HH002705,1,primary,1966-05-03,employed,1993-06-21,64,exec,False,good,115792.91,Mr,Daniel,,Johnson,Daniel,he_him,"Phoenix, AZ",American,male,male,,(427) 841-5219,daniel.johnson@example.com
HH002706_P1,HH002706,1,primary,1996-02-21,self_employed,2020-05-22,66,operations,False,fair,69614.56,Mr,Joseph,Rose,Johnson,Joseph,he_him,"Phoenix, AZ",American,male,male,(498) 949-5382,(631) 303-4245,joseph.johnson@example.com
HH002706_P2,HH002706,2,spouse_partner,1990-03-14,employed,2009-12-09,65,professional,False,good,62822.29,Dr,Susan,James,Johnson,Susan,she_her,"Los Angeles, CA",American,female,female,(296) 518-2164,(858) 675-6574,susan.johnson@example.com
HH002707_P1,HH002707,1,primary,1978-01-20,self_employed,1999-09-14,62,finance,False,excellent,116855.9,Ms,Patricia,Anne,Wilson,Patricia,she_her,"Chicago, IL",Indian,female,female,(432) 795-5869,(676) 510-3228,patricia.wilson@example.com
HH002707_P2,HH002707,2,spouse_partner,1983-11-27,inactive,2006-10-28,67,inactive,False,good,35917.55,Dr,Michael,,Wilson,Michae,he_him,"Houston, TX",American,male,male,,(217) 637-7606,michael.wilson@example.com
HH002708_P1,HH002708,1,primary,1986-10-04,employed,2008-04-28,69,sales,False,good,92079.01,Mr,Daniel,,Anderson,Daniel,he_him,"Atlanta, GA",American,male,male,(255) 712-3182,(260) 571-4393,daniel.anderson@example.com
HH002708_P2,HH002708,2,spouse_partner,1984-12-21,employed,2003-06-01,67,professional,False,good,65050.46,Mrs,Emily,,Anderson,Emil,she_her,"Seattle, WA",Indian,female,female,(645) 626-2498,(205) 677-6714,emily.anderson@example.com
HH002709_P1,HH002709,1,primary,1982-05-23,self_employed,2001-03-15,67,business_owner,False,good,174379.33,Mr,William,,Brown,Willia,he_him,"Phoenix, AZ",American,male,male,,(870) 700-6339,william.brown@example.com
HH002710_P1,HH002710,1,primary,1951-04-25,retired,1981-04-20,68,retired,False,fair,49465.74,Mr,William,Ray,Wilson,William,he_him,"Seattle, WA",American,male,male,,(739) 608-5328,william.wilson@example.com
HH002710_P2,HH002710,2,spouse_partner,1951-05-08,retired,1973-05-26,69,retired,False,good,14876.38,Dr,Margaret,,Wilson,Margare,she_her,"Chicago, IL",American,female,female,,(289) 298-8702,margaret.wilson@example.com
HH002711_P1,HH002711,1,primary,1999-02-26,employed,2025-01-14,71,professional,False,good,243702.82,Dr,Elizabeth,Jane,Miller,Elizabeth,she_her,"New York, NY",American,female,female,,(252) 704-0417,elizabeth.miller@example.com
HH002711_P2,HH002711,2,spouse_partner,1992-04-03,employed,2014-05-30,69,healthcare,False,good,99988.02,Dr,William,Ray,Miller,William,he_him,"Phoenix, AZ",American,male,male,(260) 249-0523,(853) 654-3066,william.miller@example.com
HH002712_P1,HH002712,1,primary,1999-05-26,inactive,2022-06-23,67,finance,False,good,129383.79,Ms,Susan,Rose,Wilson,Susan,she_her,"Los Angeles, CA",American,female,female,(652) 383-1841,(219) 241-5452,susan.wilson@example.com
